transAmount,transCurrency,transDescription,transChannel,cardType,cardNetwork,cardExpDate,cardCompany,city,zipCode,latitude,longitude,deviceType,posPostalCodeType,country,state,posDetails.geoStreet1,posDetails.geoCity,posDetails.geoState,posDetails.geoCountry,posDetails.geoPostalCodeType,posDetails.lat,posDetails.lon,fraud_flag,mobileDetails.deviceName,mobileDetails.deviceOS,mobileDetails.deviceNetwork,mobileDetails.appName,mobileDetails.userLat,mobileDetails.userLong,mobileDetails.deviceIP,webDetails.deviceMacAddr,webDetails.deviceIP,webDetails.browser,webDetails.deviceOS,webDetails.hostURL,customer.customerType,customer.customerAvgSpending,customer.customerRiskScore,customer.custGender,customer.custMaritalStatus,customer.custIncomeLevel,customer.custStreet1,customer.custStreet2,customer.custCity,customer.custState,customer.custCountry,customer.custPostalCode,customer.lat,customer.lon,paymentCard.cardType,paymentCard.cardExpDate,paymentCard.cardNetwork,paymentCard.cardCompany,paymentCard.cardCompanyCountry,paymentCard.cardLimit,paymentCard.cardBalance,storePOS.storeName,storePOS.storeRiskScore,storePOS.storeType,dollar_amount
1631.717164,pound,Optio possimus rerum,WEB,debit,visa,2020-01-21,Carroll-Carroll,NewYork,10075,40.71426773,-74.00597382,chrome,NoPOS,US,NY,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,business,6498.8975,0.364475812,Male,Other,Low,Justyn View,960,NewBrunswick,NJ,US,8989,40.4502,-74.4804,debit,22-Mar,americanexpress,Marvin-Marvin,US,898656.4767,12625.39396,Marks-Marks,0.480538245,Korey,2147.339788
1382.808657,pound,Voluptatem debitis a,WEB,credit,mastercard,2020-06-19,"Beahan, Beahan and Beahan",Lee,3861,43.12313843,-71.01145172,chrome,NoPOS,US,NH,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,26:74:25:93:58:05,73.2.52.46,ub,Solaris,www.cecile-considine.biz,business,4513.357715,0.07298049,Female,Other,High,Bode Vista,330,Reynoldsburg,OH,US,43069,39.954784,-82.81212,debit,21-Mar,americanexpress,Leuschke and Sons,US,401845.6566,64553.44914,NA,0.088001348336,NA,1819.776193
2880.190611,rupee,Ad dicta non assumen,MOBILE,debit,americanexpress,2020-12-19,"Hoeger, Hoeger and Hoeger",RoundRock,78665,30.508255,-97.67889404,windows,NoPOS,US,TX,NA,NA,NA,NA,NA,NA,NA,0,Joan,firefox,vodaphone,Flexidy,37.800649999999997,-123.25843,8.8.8.8,NA,NA,NA,NA,NA,partner,3697.713773,0.155335388,Male,Other,Very High,Yasmine Stravenue,893,Woodside,DE,US,19980,39.07139,-75.56861,credit,20-May,mastercard,Kautzer-Kautzer,US,715133.6677,73262.89961,NA,0.088001348336,NA,44.2685297
467,dollar,"Ea aperiam est. Sed ",POS,credit,visa,2020-04-20,"Schaefer, Schaefer and Schaefer",Lafayette,70500,30.22409058,-92.01984406,POS,Supermarket,US,LA,Jacobson Parkways,Lafayette,LA,US,Supermarket,30.22409,-92.019844000000006,0,Rosalind,ubuntu,jio,Job,26.554780000000001,-167.45182,40.118.240.200,NA,NA,NA,NA,NA,regular,3346.835525,0.434971812,Female,Unmarried,Low,Bernhard Island,48,Woodside,DE,US,19980,39.07139,-75.56861,prepaid,21-Oct,americanexpress,Kub-Kub,US,550433.122,22763.65497,NA,0.088001348336,NA,467
2050.018213,pound,Sunt quia aut ducimu,WEB,debit,americanexpress,2020-01-20,"Effertz, Effertz and Effertz",NewYork,10075,40.71426773,-74.00597382,chrome,NoPOS,US,NY,NA,NA,NA,NA,NA,NA,NA,0,Elisabeth,firefox,airtel,Daltfresh,53.836703,129.68465,157.240.0.36,NA,NA,NA,NA,NA,business,6656.482779,0.224465655,Male,Unmarried,Low,Jaskolski Divide,794,Atlanta,GA,US,39901,33.8872,-84.2897,credit,18-Dec,visa,Sporer Group,US,910730.622,43714.66444,NA,0.088001348336,NA,2697.823969
2491.558953,rupee,"Itaque id quia sunt ",POS,prepaid,visa,2020-06-20,Murray-Murray,Whitney,69367,42.75588226,-103.2395554,POS,Bank,US,NE,May Shoals,Whitney,NE,US,Bank,42.755882,-103.239555,1,Solon,android,vodaphone,It,48.339658999999997,-23.217181,23.235.209.181,NA,NA,NA,NA,NA,business,3392.390446,0.459870712,Male,Married,Very High,Margarete Route,56,NewYork,NY,US,10075,40.714268,-74.005974,debit,21-Jan,visa,Carroll-Carroll,US,280351.1054,22868.1798,NA,0.088001348336,NA,38.29526111
1424.447792,rupee,Corporis esse labore,MOBILE,prepaid,americanexpress,2020-11-19,Larkin Group,WhiteMills,42788,37.54376602,-86.03952026,symbian,NoPOS,US,KY,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,5a:7c:3d:62:95:cd,8.8.8.8,firefox,Linux,www.wayne-monahan.io,business,3197.28264,0.435599465,Male,Other,High,Lexi Passage,812,Reno,NV,US,89508,39.529633,-119.813805,debit,18-Sep,visa,"Steuber, Steuber and Steuber",US,564409.4216,43580.26357,NA,0.088001348336,NA,21.89376256
3001.964654,yen,"Dicta adipisci modi ",POS,credit,mastercard,2020-06-19,Bashirian-Bashirian,RoundRock,78665,30.508255,-97.67889404,POS,Supermarket,US,TX,Lubowitz Streets,RoundRock,TX,US,Supermarket,30.508254999999998,-97.678894,0,NA,NA,NA,NA,NA,NA,NA,c2:df:ec:73:42:90,49.203.255.255,safari,MacOS,www.winona-rosenbaum.org,partner,3697.713773,0.155335388,Male,Other,Very High,Yasmine Stravenue,893,Woodside,DE,US,19980,39.07139,-75.56861,credit,20-May,mastercard,Kautzer-Kautzer,US,715133.6677,73262.89961,NA,0.088001348336,NA,26.37225949
2136.792566,dollar,"Laboriosam sit quia ",POS,credit,americanexpress,2020-05-19,"Hessel, Hessel and Hessel",Springfield,65899,37.1493988,-93.25019836,POS,Bank,US,MO,Russel Extension,Springfield,MO,US,Bank,37.1494,-93.250200000000007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,priority,7952.630439,0.386899894,Female,Unmarried,Low,Gage Forks,937,Wilder,TN,US,38589,36.230526,-85.074715,debit,20-Sep,mastercard,Little-Little,US,986409.7384,2182.553506,Hane-Hane,0.448119766,Mollie,2136.792566
2485.330152,dollar,Explicabo perferendi,WEB,prepaid,mastercard,2020-10-19,Lind and Sons,Winslow,72959,35.83120728,-94.11865997,opera,NoPOS,US,AR,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,a9:4c:9a:a8:f2:e8,73.2.52.46,chrome,Other,www.isabell-torp.com,business,3392.390446,0.459870712,Male,Married,Very High,Margarete Route,56,NewYork,NY,US,10075,40.714268,-74.005974,debit,21-Jan,visa,Carroll-Carroll,US,280351.1054,22868.1798,NA,0.088001348336,NA,2485.330152
2452.749179,rupee,Quia temporibus maio,MOBILE,prepaid,mastercard,2020-05-18,Treutel and Sons,NorthPort,34291,27.04422379,-82.23592377,ios,NoPOS,US,FL,NA,NA,NA,NA,NA,NA,NA,1,Zoie,firefox,jio,Stim,45.464851000000003,-158.8706,104.24.104.181,NA,NA,NA,NA,NA,partner,3392.74969,0.529389335,Male,Other,High,Zieme Walks,860,Norton,VT,US,5907,44.98878,-71.78844,credit,20-Jan,visa,"Frami, Frami and Frami",US,751934.2058,90193.85018,NA,0.088001348336,NA,37.69875488
2378.123612,yen,Explicabo omnis mole,POS,credit,americanexpress,2020-01-21,Schaefer-Schaefer,Ketchikan,99950,55.94247055,-133.1847839,POS,Supermarket,US,AK,Rosenbaum Falls,Ketchikan,AK,US,Supermarket,55.94247,-133.18477999999999,0,NA,NA,NA,NA,NA,NA,NA,bc:3a:f9:7c:7a:f5,157.240.0.36,firefox,Windows,www.yvonne-kuhic.com,partner,7854.367137,0.043482711,Female,Married,Very High,Halvorson Neck,537,Rolla,KS,US,67954,37.108883,-101.644684,debit,21-Dec,mastercard,"Schulist, Schulist and Schulist",US,924819.3051,86786.17818,NA,0.088001348336,NA,20.89181593
2631.182247,yen,Quis inventore dolor,MOBILE,debit,americanexpress,2020-03-22,Marvin-Marvin,NewBrunswick,8989,40.45019913,-74.48040009,ubuntu,NoPOS,US,NJ,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,7320.64121,0.209261037,Male,Unmarried,Low,Kenny Roads,87,Alta,WY,US,83414,43.753887,-111.03611,debit,20-Dec,mastercard,Jenkins-Jenkins,US,819058.4139,71670.24459,Gerlach-Gerlach,0.325600485,Johathan,23.11493604
6,yen,Aut distinctio volup,POS,prepaid,americanexpress,2020-02-20,Mills and Sons,Lee,3861,43.12313843,-71.01145172,POS,Other,US,NH,Watsica Squares,Lee,NH,US,Other,43.123139999999999,-71.011449999999996,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,business,4822.364555,0.353898793,Female,Other,Very High,Buford Plains,580,NewYork,NY,US,10075,40.714268,-74.005974,prepaid,19-Feb,americanexpress,"Orn, Orn and Orn",US,613053.2776,38171.62448,Brekke LLC,0.489333596,Malika,0.05271
3669.466762,pound,"Perferendis ab nisi ",POS,credit,americanexpress,2020-07-22,Gusikowski-Gusikowski,WestChester,19388,39.96066284,-75.60549164,POS,Other,US,PA,Mosciski Course,WestChester,PA,US,Other,39.960662999999997,-75.605490000000003,0,NA,NA,NA,NA,NA,NA,NA,14:70:f7:1f:0c:8a,107.154.105.1,firefox,MacOS,www.kavon-abernathy.com,partner,5704.787312,0.549314819,Female,Unmarried,Low,Rylee Ridges,52,Andover,MA,US,5544,42.6464,-71.1657,credit,22-Jan,visa,Barton Group,US,411816.0802,32487.54559,NA,0.088001348336,NA,4829.018259
3897.910335,pound,Sint qui consequuntu,MOBILE,debit,visa,2020-01-21,Carroll-Carroll,NewYork,10075,40.71426773,-74.00597382,android,NoPOS,US,NY,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,59:95:6f:36:2b:22,107.154.105.1,opera,Linux,www.chasity-predovic.org,priority,3405.01056,0.129625855,Male,Married,Very High,Labadie Forges,260,WhiteMills,KY,US,42788,37.543766,-86.03952,credit,18-Sep,americanexpress,Gerlach Inc,US,846601.1466,8959.358655,NA,0.088001348336,NA,5129.65
336,rupee,Error ad autem offic,WEB,credit,americanexpress,2020-01-21,Schaefer-Schaefer,Alta,83414,43.75388718,-111.0361099,ub,NoPOS,US,WY,NA,NA,NA,NA,NA,NA,NA,0,Jordy,windows,aircel,Temp,73.943027999999998,-110.66589,64.145.76.239,NA,NA,NA,NA,NA,regular,5663.628816,0.548781502,Male,Married,High,Hegmann Path,176,Warroad,MN,US,56763,48.911144,-95.35384,prepaid,21-Jun,americanexpress,"Rippin, Rippin and Rippin",US,764384.1606,19538.94003,NA,0.088001348336,NA,5.16432
15,rupee,Dolorem eligendi sim,MOBILE,prepaid,visa,2020-04-22,"Kertzmann, Kertzmann and Kertzmann",Lafayette,70500,30.22409058,-92.01984406,ubuntu,NoPOS,US,LA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,7778.90066,0.491135588,Male,Other,Very High,Goyette Spur,695,WestFarmington,ME,US,4992,44.662777,-70.15583,prepaid,17-Nov,visa,Mraz and Sons,US,444468.6533,52862.13845,Grady-Grady,0.136118268,Fay,0.23055
171,dollar,Rerum est dolores as,MOBILE,debit,americanexpress,2020-03-21,Leuschke and Sons,Reynoldsburg,43069,39.95478439,-82.81211853,android,NoPOS,US,OH,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,80:2f:f7:f8:10:bd,107.154.105.1,opera,Other,www.rubye-berge.com,business,3023.904797,0.016463309,Male,Other,Low,Senger Unions,82,Providence,RI,US,2940,41.8238,-71.4133,prepaid,18-Jul,mastercard,Blick and Sons,US,863871.5753,73296.33842,NA,0.088001348336,NA,171
503,pound,Sunt eaque voluptati,MOBILE,prepaid,mastercard,2020-05-18,Koch LLC,Marana,85658,32.43673706,-111.2253799,android,NoPOS,US,AZ,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,business,4970.430728,0.385178943,Female,Married,High,Elise Cliff,562,BattleCreek,MI,US,49037,42.32115,-85.17971,prepaid,18-May,mastercard,Treutel and Sons,US,404243.9036,59209.48452,Lubowitz Group,0.007297263,Wilma,661.948
3495.592425,yen,Dicta ullam deleniti,POS,prepaid,visa,2020-05-22,Walker and Sons,Lee,3861,43.12313843,-71.01145172,POS,Other,US,NH,Florida Crossing,Lee,NH,US,Other,43.123139999999999,-71.011449999999996,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,priority,3547.12841,0.328322729,Female,Married,High,Marlene Trafficwa,74,Clarkston,WA,US,99403,46.394623,-117.06446,debit,21-Aug,visa,Christiansen and Sons,US,330447.4414,89050.72813,Von Inc,0.542042368,Terrance,30.70877945
15,yen,Eum dolores quia ist,MOBILE,credit,mastercard,2020-06-19,"Beahan, Beahan and Beahan",Lee,3861,43.12313843,-71.01145172,firefox,NoPOS,US,NH,NA,NA,NA,NA,NA,NA,NA,0,Zetta,ios,jio,Matsoft,-55.475628999999998,-78.673905000000005,47.52.0.242,NA,NA,NA,NA,NA,regular,5611.294285,0.110303014,Male,Other,Very High,Sandrine Squares,437,WestChester,PA,GM,19388,39.960663,-75.60549,prepaid,18-Jun,visa,Rutherford Group,GM,860402.2154,48448.08269,NA,0.088001348336,NA,0.131775
1613.637737,rupee,Aperiam animi et. Of,WEB,credit,mastercard,2020-12-20,Schimmel and Sons,RoundRock,78665,30.508255,-97.67889404,safari,NoPOS,US,TX,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,92:77:3d:8d:8d:0b,64.145.76.239,safari,MacOS,www.aubrey-herzog.net,business,5270.760204,0.193462904,Male,Other,Low,Mitchel Knoll,710,NewBrunswick,NJ,US,8989,40.4502,-74.4804,debit,20-Dec,americanexpress,Padberg LLC,US,461885.2247,94368.69109,NA,0.088001348336,NA,24.80161201
2129.612418,dollar,Quis placeat eum sit,WEB,credit,mastercard,2020-04-18,"Bauch, Bauch and Bauch",NorthPort,34291,27.04422379,-82.23592377,opera,NoPOS,US,FL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,d6:81:03:1e:77:72,104.24.104.181,opera,Linux,www.meagan-donnelly.io,regular,6074.166841,0.045057017,Female,Unmarried,Low,Parisian Terrace,966,Lee,NH,US,3861,43.12314,-71.01145,debit,19-Jan,visa,Pfannerstill and Sons,US,211034.5518,86480.09148,NA,0.088001348336,NA,2129.612418
3287.480337,dollar,Nihil eos labore lab,POS,credit,americanexpress,2020-08-22,Daniel and Sons,Chicago,60290,41.85003281,-87.65005493,POS,Other,US,IL,Leannon Rapid,Chicago,IL,US,Other,41.850033000000003,-87.650054999999995,0,Spencer,android,aircel,Rank,53.474069999999998,-24.705701000000001,104.24.104.181,NA,NA,NA,NA,NA,priority,4410.345778,0.345551589,Female,Married,Low,Carley Canyon,332,Stamford,CT,US,6928,41.0389,-73.5593,debit,19-Mar,visa,Bogan-Bogan,US,438797.7041,13071.01286,NA,0.088001348336,NA,3287.480337
2732.93112,pound,Enim beatae incidunt,POS,credit,visa,2020-12-18,Ledner LLC,Rolla,67954,37.1088829,-101.6446838,POS,Other,US,KS,Sheila Junction,Rolla,KS,US,Other,37.108882999999999,-101.644684,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,partner,7929.260467,0.437091672,Male,Married,Low,VonRueden Meadows,441,Trementina,NM,US,88439,35.584946,-104.61634,debit,18-May,visa,Bergstrom-Bergstrom,US,580270.2184,20134.147,Marquardt LLC,0.020939866,Liana,3596.537354
18,dollar,Provident ut volupta,POS,debit,mastercard,2020-12-20,Jenkins-Jenkins,Marana,85658,32.43673706,-111.2253799,POS,Other,US,AZ,Vilma Greens,Marana,AZ,US,Other,32.436737000000001,-111.22538,0,NA,NA,NA,NA,NA,NA,NA,7a:f7:4c:a6:37:db,40.118.240.200,safari,MacOS,www.dasia-stark.biz,business,4504.932293,0.414102343,Male,Unmarried,High,Stracke Fields,163,Andover,MA,US,5544,42.6464,-71.1657,prepaid,22-Feb,americanexpress,Boehm and Sons,US,146417.7958,66918.20617,NA,0.088001348336,NA,18
2977.670084,rupee,Est facilis aut fuga,MOBILE,prepaid,mastercard,2020-01-20,Langworth-Langworth,Marana,85658,32.43673706,-111.2253799,ios,NoPOS,US,AZ,NA,NA,NA,NA,NA,NA,NA,0,Isaiah,windows,vodaphone,Mat Lam Tam,-60.032024999999997,93.972435000000004,104.24.104.181,NA,NA,NA,NA,NA,partner,7011.906117,0.091629208,Female,Other,High,General Way,692,FortMill,SC,US,29707,35.00737,-80.945076,credit,22-Jun,mastercard,Schmeler-Schmeler,US,375925.297,15487.71168,NA,0.088001348336,NA,45.76678918
210,rupee,Praesentium dolor re,WEB,prepaid,mastercard,2020-07-20,Brakus-Brakus,Wilder,38589,36.23052597,-85.07471466,ie,NoPOS,US,TN,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,9d:c6:0f:19:df:35,8.8.8.8,firefox,Windows,www.bobby-marquardt.biz,business,6991.499566,0.274236468,Male,Other,Very High,Dietrich Spur,429,Winslow,AR,US,72959,35.831207,-94.11866,prepaid,19-Oct,mastercard,Lind and Sons,US,292145.4688,68651.9804,NA,0.088001348336,NA,3.2277
3620.342061,yen,"Numquam beatae sint ",WEB,prepaid,americanexpress,2020-02-22,Boehm and Sons,Andover,5544,42.64640045,-71.16570282,safari,NoPOS,US,MA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,63:49:c2:42:89:35,40.118.240.200,ub,MacOS,www.fletcher-dooley.biz,business,3316.249606,0.455087372,Female,Married,High,Allene Vista,310,Washington,DC,US,56972,38.8588,-76.9868,credit,20-Apr,visa,"Schaefer, Schaefer and Schaefer",US,423440.4353,78038.22544,NA,0.088001348336,NA,31.804705
58,dollar,Eligendi totam dolor,MOBILE,debit,americanexpress,2020-01-20,"Effertz, Effertz and Effertz",NewYork,10075,40.71426773,-74.00597382,ubuntu,NoPOS,US,NY,NA,NA,NA,NA,NA,NA,NA,0,Erik,windows,jio,Bigtax,-38.786845,44.847569,96.43.110.81,NA,NA,NA,NA,NA,priority,7666.209726,0.238841496,Female,Other,Low,Halvorson Green,126,Whitefish,MT,US,59937,48.404,-114.35086,prepaid,20-Jul,americanexpress,"Marquardt, Marquardt and Marquardt",US,462974.0417,38427.2568,NA,0.088001348336,NA,58
3149.145047,rupee,Tenetur earum rem qu,WEB,prepaid,americanexpress,2020-06-21,"Rippin, Rippin and Rippin",Warroad,56763,48.91114426,-95.35384369,ub,NoPOS,US,MN,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,00:7e:a7:a0:91:f8,107.154.105.1,safari,MacOS,www.ronny-senger.co,priority,5909.893088,0.504581488,Female,Married,Low,Aglae Roads,842,WestFarmington,ME,US,4992,44.662777,-70.15583,credit,20-Nov,americanexpress,"Bednar, Bednar and Bednar",US,529566.7522,37986.08261,NA,0.088001348336,NA,48.40235938
2063.582424,dollar,Perspiciatis exercit,WEB,credit,visa,2020-01-22,Barton Group,Andover,5544,42.64640045,-71.16570282,firefox,NoPOS,US,MA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,c4:93:f1:0e:04:78,8.8.8.8,safari,MacOS,www.kavon-rowe.io,regular,3434.357987,0.232912104,Male,Other,High,Blick Key,718,Trementina,NM,US,88439,35.584946,-104.61634,debit,18-Apr,americanexpress,Lebsack Group,US,879743.156,35578.66062,NA,0.088001348336,NA,2063.582424
31,dollar,Alias iste exercitat,POS,credit,americanexpress,2020-02-19,Keebler Group,Atlanta,39901,33.8871994,-84.28970337,POS,Other,US,GA,Keebler Coves,Atlanta,GA,US,Other,33.8872,-84.289699999999996,0,NA,NA,NA,NA,NA,NA,NA,c5:47:31:44:0f:ed,47.52.0.242,firefox,Windows,www.joana-ruecker.info,business,4504.932293,0.414102343,Male,Unmarried,High,Stracke Fields,163,Andover,MA,US,5544,42.6464,-71.1657,prepaid,22-Feb,americanexpress,Boehm and Sons,US,146417.7958,66918.20617,NA,0.088001348336,NA,31
1307.133484,dollar,Fugiat voluptatem im,MOBILE,credit,mastercard,2020-06-19,Bashirian-Bashirian,Andover,5544,42.64640045,-71.16570282,ios,NoPOS,US,MA,NA,NA,NA,NA,NA,NA,NA,0,Harrison,ubuntu,idea,Temp,-24.775908000000001,-20.694841,23.235.209.181,NA,NA,NA,NA,NA,regular,5104.596601,0.07649499,Male,Other,High,Macy Divide,579,Reno,NV,US,89508,39.529633,-119.813805,debit,21-Sep,visa,Hintz Inc,US,774882.0898,94657.55574,NA,0.088001348336,NA,1307.133484
1938.033871,rupee,Quos impedit quisqua,WEB,debit,americanexpress,2020-04-20,"Walker, Walker and Walker",Spotsylvania,22551,38.20096588,-77.5891571,safari,NoPOS,US,VA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0f:f3:f0:61:8e:4b,8.8.8.8,firefox,Solaris,www.maya-morissette.info,partner,4650.529779,0.462563832,Male,Unmarried,High,Dickens Club,39,Warroad,MN,US,56763,48.911144,-95.35384,credit,18-Apr,mastercard,Senger Inc,US,349871.0794,13223.25533,NA,0.088001348336,NA,29.78758059
1570.72414,yen,Est nobis voluptas m,MOBILE,credit,visa,2020-01-22,Barton Group,Andover,5544,42.64640045,-71.16570282,android,NoPOS,US,MA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,e4:ac:ca:db:a4:37,47.52.0.242,ie,Solaris,www.samanta-becker.co,partner,7854.367137,0.043482711,Female,Married,Very High,Halvorson Neck,537,Rolla,KS,US,67954,37.108883,-101.644684,debit,21-Dec,mastercard,"Schulist, Schulist and Schulist",US,924819.3051,86786.17818,NA,0.088001348336,NA,13.79881157
1099.37144,dollar,Dolorum aut neque. N,POS,debit,americanexpress,2020-03-21,Leuschke and Sons,Warroad,56763,48.91114426,-95.35384369,POS,Bank,US,MN,Schultz Spur,Warroad,MN,US,Bank,48.911144,-95.353840000000005,0,Molly,android,airtel,Redhold,31.764275000000001,174.21708000000001,107.154.105.1,NA,NA,NA,NA,NA,regular,4286.227494,0.139682011,Male,Married,Very High,Anastacio Keys,172,RoundRock,TX,US,78665,30.508255,-97.678894,credit,20-Dec,mastercard,Schimmel and Sons,US,774293.2894,18335.35603,NA,0.088001348336,NA,1099.37144
2255.877356,dollar,Sit hic sequi suscip,WEB,prepaid,visa,2020-04-18,"Simonis, Simonis and Simonis",Chicago,60290,41.85003281,-87.65005493,chrome,NoPOS,US,IL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,52:8f:f5:2b:9d:ce,8.8.8.8,firefox,MacOS,www.lillian-berge.org,business,5267.391428,0.361836865,Male,Married,Very High,Dickens Row,317,Atlanta,GA,US,39901,33.8872,-84.2897,credit,19-Feb,americanexpress,Keebler Group,US,809881.5083,16040.15039,NA,0.088001348336,NA,2255.877356
3443.033602,rupee,"Sequi laborum earum ",WEB,prepaid,mastercard,2020-10-19,Lind and Sons,Winslow,72959,35.83120728,-94.11865997,safari,NoPOS,US,AR,NA,NA,NA,NA,NA,NA,NA,0,Lorine,ubuntu,idea,Aerified,45.726756999999999,-1.0294932000000001,47.52.0.242,NA,NA,NA,NA,NA,business,6498.8975,0.364475812,Male,Other,Low,Justyn View,960,NewBrunswick,NJ,US,8989,40.4502,-74.4804,debit,22-Mar,americanexpress,Marvin-Marvin,US,898656.4767,12625.39396,NA,0.088001348336,NA,52.91942647
1471,yen,"Eos nisi qui error. ",MOBILE,debit,visa,2020-11-17,"D'Amore, D'Amore and D'Amore",Edmond,73025,35.65283203,-97.47809601,ubuntu,NoPOS,US,OK,NA,NA,NA,NA,NA,NA,NA,0,Delores,firefox,idea,Daltfresh,-83.212613000000005,-152.14623,23.235.209.181,NA,NA,NA,NA,NA,business,3882.213717,0.374799044,Female,Married,Low,Bechtelar Keys,858,RoundRock,TX,US,78665,30.508255,-97.678894,prepaid,20-Oct,mastercard,Lueilwitz Group,US,879125.4105,52922.2478,NA,0.088001348336,NA,12.922735
205,dollar,Libero laudantium in,POS,prepaid,mastercard,2020-09-20,Swaniawski Group,Springfield,65899,37.1493988,-93.25019836,POS,Other,US,MO,Darlene Dale,Springfield,MO,US,Other,37.1494,-93.250200000000007,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,regular,3023.125656,0.102753367,Female,Married,Low,Von Point,662,Lafayette,LA,US,70500,30.22409,-92.019844,prepaid,20-Feb,citybank,Hauck-Hauck,US,617564.6375,5363.429352,"Zulauf, Zulauf and Zulauf",0.057071058,Corrine,205
1713.349781,pound,Ea omnis voluptas. P,WEB,debit,visa,2020-01-19,Pfannerstill and Sons,Lee,3861,43.12313843,-71.01145172,safari,NoPOS,US,NH,NA,NA,NA,NA,NA,NA,NA,0,Marshall,android,aircel,Daltfresh,-40.941896999999997,-62.123401000000001,96.43.110.81,NA,NA,NA,NA,NA,priority,4410.345778,0.345551589,Female,Married,Low,Carley Canyon,332,Stamford,CT,US,6928,41.0389,-73.5593,debit,19-Mar,citybank,Bogan-Bogan,US,438797.7041,13071.01286,NA,0.088001348336,NA,2254.768312
2805.983287,pound,"Assumenda qui quia. ",MOBILE,debit,mastercard,2020-10-21,Blanda LLC,ColoradoSprings,80902,38.83388138,-104.8213654,symbian,NoPOS,US,CO,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,business,6549.566403,0.395297109,Female,Married,Low,Legros Throughway,861,Spotsylvania,VA,US,22551,38.200966,-77.58916,debit,20-Mar,mastercard,Fritsch-Fritsch,US,737600.6345,95529.9542,"O'Reilly and Sons",0.118331018,Lauren,3692.674005
170,yen,Perferendis et volup,WEB,debit,visa,2020-05-19,"Schmitt, Schmitt and Schmitt",York,36925,32.47276688,-88.26830292,opera,NoPOS,US,AL,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,72:51:02:04:99:30,23.235.209.181,ub,Linux,www.karen-ebert.co,business,4822.364555,0.353898793,Female,Other,Very High,Buford Plains,580,NewYork,NY,US,10075,40.714268,-74.005974,prepaid,19-Feb,americanexpress,"Orn, Orn and Orn",US,613053.2776,38171.62448,NA,0.088001348336,NA,1.49345
1838.207306,rupee,Quia aut similique n,WEB,credit,americanexpress,2020-02-19,Keebler Group,Atlanta,39901,33.8871994,-84.28970337,firefox,NoPOS,US,GA,NA,NA,NA,NA,NA,NA,NA,0,Twila,android,airtel,Namfix,9.2152062000000008,-4.2676466,23.235.209.181,NA,NA,NA,NA,NA,priority,3381.049133,0.305483808,Male,Married,High,Stiedemann Rapids,302,Washington,DC,US,56972,38.8588,-76.9868,credit,22-May,mastercard,Roob Inc,US,914774.6286,44981.73334,NA,0.088001348336,NA,28.25324629
